,Unnamed: 0,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot,Codechef,Salary,DSA
1492,1492,22,Male,Information Technology,1,8,1,0,1,3.0,52400.0,700.0
1493,1493,21,Male,Computer Science,0,7,0,0,0,2.0,34025.0,500.0
1494,1494,21,Male,Electrical,0,8,0,0,1,2.0,44326.0,600.0
1495,1495,21,Male,Information Technology,0,7,0,0,0,2.0,34166.0,500.0
1496,1496,21,Male,Electrical,2,8,0,1,1,4.0,60272.0,800.0
1497,1497,22,Female,Computer Science,1,6,1,0,0,3.0,30258.0,500.0
1498,1498,21,Female,Computer Science,1,7,1,0,0,3.0,44361.0,600.0
1499,1499,22,Male,Information Technology,1,8,0,0,1,3.0,50361.0,700.0
1500,1500,24,Male,Computer Science,1,8,0,0,1,3.0,50270.0,700.0
1501,1501,24,Male,Computer Science,1,6,1,1,1,3.0,32780.0,500.0
1502,1502,22,Male,Information Technology,1,6,0,0,1,3.0,30032.0,500.0
1503,1503,24,Male,Computer Science,1,7,0,0,1,3.0,41566.0,600.0
1504,1504,24,Male,Computer Science,1,7,0,0,1,3.0,44388.0,600.0
1505,1505,24,Male,Computer Science,1,7,0,0,1,3.0,43003.0,600.0
1506,1506,24,Female,Information Technology,1,6,0,0,1,3.0,32092.0,500.0
1507,1507,24,Male,Computer Science,0,8,0,0,1,2.0,41129.0,600.0
1508,1508,20,Female,Electrical,1,7,0,1,0,3.0,43500.0,600.0
1509,1509,21,Male,Computer Science,1,7,0,0,1,3.0,42612.0,600.0
1510,1510,23,Male,Electronics And Communication,0,7,0,0,0,2.0,31876.0,500.0
1511,1511,22,Female,Computer Science,1,8,1,0,1,3.0,52752.0,700.0
1512,1512,23,Male,Computer Science,1,7,0,0,1,3.0,41722.0,600.0
1513,1513,23,Male,Electrical,2,7,0,0,0,4.0,52532.0,700.0
1514,1514,22,Female,Computer Science,2,7,1,1,1,4.0,50933.0,700.0
1515,1515,24,Male,Computer Science,1,6,0,0,1,3.0,34438.0,500.0
1516,1516,22,Male,Information Technology,2,7,0,0,0,4.0,54296.0,700.0
1517,1517,24,Male,Computer Science,0,6,0,0,1,2.0,22528.0,400.0
1518,1518,22,Male,Information Technology,0,6,0,0,0,2.0,22020.0,400.0
1519,1519,23,Male,Mechanical,0,7,0,0,0,2.0,33154.0,500.0
1520,1520,22,Male,Electrical,1,7,0,0,0,3.0,41446.0,600.0
1521,1521,23,Male,Electronics And Communication,1,6,0,1,1,3.0,32209.0,500.0
1522,1522,23,Male,Electrical,0,8,0,1,1,2.0,41276.0,600.0
1523,1523,20,Male,Electrical,1,8,0,0,1,3.0,52269.0,700.0
1524,1524,24,Male,Mechanical,0,7,1,0,0,2.0,34627.0,500.0
1525,1525,24,Male,Computer Science,2,6,0,0,1,4.0,43029.0,600.0
1526,1526,20,Male,Computer Science,1,6,0,0,0,3.0,32306.0,500.0
1527,1527,24,Male,Mechanical,0,6,1,0,1,2.0,20585.0,400.0
1528,1528,22,Female,Electrical,1,7,0,0,0,3.0,44789.0,600.0
1529,1529,20,Male,Civil,1,6,0,0,0,3.0,32815.0,500.0
1530,1530,23,Male,Electronics And Communication,1,6,0,1,1,3.0,33434.0,500.0
1531,1531,23,Male,Mechanical,0,6,1,0,0,2.0,21782.0,400.0
1532,1532,22,Male,Computer Science,1,6,0,0,0,3.0,30325.0,500.0
1533,1533,22,Male,Mechanical,1,7,1,0,0,3.0,43954.0,600.0
1534,1534,23,Male,Computer Science,0,7,0,0,0,2.0,34186.0,500.0
1535,1535,22,Male,Computer Science,1,8,0,0,1,3.0,54945.0,700.0
1536,1536,20,Male,Computer Science,0,8,0,1,1,2.0,41720.0,600.0
1537,1537,20,Female,Computer Science,1,7,1,0,1,3.0,42837.0,600.0
1538,1538,21,Male,Electrical,0,7,0,0,1,2.0,34343.0,500.0
1539,1539,23,Male,Computer Science,1,7,0,0,0,3.0,40150.0,600.0
1540,1540,21,Female,Information Technology,1,8,0,0,1,3.0,54158.0,700.0
1541,1541,21,Male,Mechanical,0,6,1,0,0,2.0,24198.0,400.0
1542,1542,20,Male,Civil,0,8,0,0,1,2.0,44566.0,600.0
1543,1543,23,Female,Computer Science,0,7,1,1,0,2.0,34635.0,500.0
1544,1544,21,Male,Electronics And Communication,0,8,0,1,1,2.0,42063.0,600.0
1545,1545,24,Male,Electronics And Communication,1,7,0,0,0,3.0,41480.0,600.0
1546,1546,21,Male,Electronics And Communication,1,6,0,0,0,3.0,32014.0,500.0
1547,1547,21,Male,Electrical,0,8,0,0,1,2.0,40426.0,600.0
1548,1548,22,Male,Computer Science,0,6,0,1,0,2.0,22989.0,400.0
1549,1549,20,Male,Computer Science,2,7,0,0,0,4.0,51184.0,700.0
1550,1550,21,Male,Computer Science,0,7,0,0,1,2.0,31802.0,500.0
1551,1551,20,Male,Information Technology,0,6,0,0,0,2.0,24873.0,400.0
1552,1552,23,Male,Information Technology,0,8,0,0,1,2.0,44220.0,600.0
1553,1553,22,Male,Computer Science,0,7,0,0,0,2.0,33186.0,500.0
1554,1554,21,Male,Information Technology,0,8,0,0,1,2.0,42555.0,600.0
1555,1555,21,Male,Mechanical,0,6,1,0,1,2.0,21203.0,400.0
1556,1556,24,Male,Information Technology,0,8,0,0,1,2.0,44530.0,600.0
1557,1557,23,Male,Electronics And Communication,1,6,0,0,0,3.0,34893.0,500.0
1558,1558,22,Male,Computer Science,0,7,0,0,1,2.0,32331.0,500.0
1559,1559,20,Male,Mechanical,0,6,1,1,0,2.0,20971.0,400.0
1560,1560,24,Male,Mechanical,0,7,1,0,1,2.0,33398.0,500.0
1561,1561,21,Male,Information Technology,0,8,0,1,1,2.0,40140.0,600.0
1562,1562,23,Male,Computer Science,2,7,0,1,1,4.0,50592.0,700.0
1563,1563,23,Male,Mechanical,1,7,1,0,1,3.0,42811.0,600.0
1564,1564,23,Male,Civil,0,8,0,0,1,2.0,40949.0,600.0
1565,1565,22,Male,Electronics And Communication,1,7,0,0,0,3.0,41564.0,600.0
1566,1566,24,Male,Mechanical,1,8,1,0,1,3.0,51228.0,700.0
1567,1567,21,Female,Computer Science,0,8,1,1,1,2.0,40501.0,600.0
1568,1568,22,Male,Computer Science,0,6,0,1,0,2.0,24084.0,400.0
1569,1569,22,Male,Electronics And Communication,0,6,0,0,1,2.0,21190.0,400.0
1570,1570,23,Male,Electrical,0,6,0,0,0,2.0,21075.0,400.0
1571,1571,20,Male,Computer Science,1,7,0,0,1,3.0,40591.0,600.0
1572,1572,22,Male,Computer Science,1,8,0,0,1,3.0,50993.0,700.0
1573,1573,20,Male,Electronics And Communication,0,8,0,0,1,2.0,42793.0,600.0
1574,1574,23,Male,Computer Science,1,7,0,0,0,3.0,43866.0,600.0
1575,1575,21,Male,Information Technology,1,7,0,0,1,3.0,42910.0,600.0
1576,1576,24,Male,Civil,0,8,0,0,1,2.0,43196.0,600.0
1577,1577,21,Male,Information Technology,0,8,0,0,1,2.0,43936.0,600.0
1578,1578,21,Male,Electrical,2,6,1,1,1,4.0,42329.0,600.0
1579,1579,20,Female,Information Technology,0,6,0,0,0,2.0,20045.0,400.0
1580,1580,23,Male,Computer Science,1,6,0,0,0,3.0,31854.0,500.0
1581,1581,20,Male,Civil,2,5,0,0,0,4.0,41076.0,300.0
1582,1582,21,Male,Mechanical,1,5,1,0,0,3.0,22788.0,200.0
1583,1583,23,Female,Information Technology,1,6,1,0,0,3.0,34652.0,500.0
1584,1584,24,Female,Electronics And Communication,0,5,0,0,0,2.0,13669.0,100.0
1585,1585,22,Male,Civil,1,6,0,0,0,3.0,31072.0,500.0
1586,1586,24,Male,Computer Science,1,5,0,0,0,3.0,23914.0,200.0
1587,1587,23,Female,Computer Science,0,5,1,1,0,2.0,11155.0,100.0
1588,1588,23,Male,Information Technology,0,5,0,1,0,2.0,14384.0,100.0
1589,1589,23,Male,Information Technology,0,5,0,0,0,2.0,14560.0,100.0
1590,1590,22,Male,Civil,2,6,0,0,0,4.0,43950.0,600.0
1591,1591,24,Male,Information Technology,0,6,0,0,1,2.0,24950.0,400.0
1592,1592,22,Male,Civil,0,6,0,0,1,2.0,21137.0,400.0
1593,1593,24,Male,Computer Science,1,6,0,0,1,3.0,34651.0,500.0
1594,1594,20,Male,Computer Science,1,5,0,0,0,3.0,22695.0,200.0
1595,1595,20,Male,Computer Science,2,5,0,0,0,4.0,40753.0,300.0
1596,1596,24,Male,Mechanical,0,5,0,1,0,2.0,12911.0,100.0
1597,1597,24,Male,Civil,0,5,0,0,0,2.0,11493.0,100.0
1598,1598,21,Male,Information Technology,0,5,0,0,0,2.0,12413.0,100.0
1599,1599,23,Male,Electrical,1,6,0,1,0,3.0,30608.0,500.0
1600,1600,21,Female,Computer Science,0,7,1,0,1,2.0,34729.0,500.0
1601,1601,23,Female,Computer Science,1,7,1,0,1,3.0,42308.0,600.0
1602,1602,20,Male,Civil,1,6,1,0,1,3.0,32456.0,500.0
1603,1603,24,Female,Information Technology,1,7,0,0,0,3.0,42002.0,600.0
1604,1604,24,Female,Mechanical,1,7,0,0,1,3.0,43085.0,600.0
1605,1605,20,Male,Civil,0,7,1,1,0,2.0,34069.0,500.0
1606,1606,23,Male,Electronics And Communication,0,6,0,1,0,2.0,24176.0,400.0
1607,1607,24,Male,Mechanical,0,8,1,0,1,2.0,44735.0,600.0
1608,1608,20,Male,Mechanical,0,8,1,1,1,2.0,43515.0,600.0
1609,1609,23,Male,Information Technology,0,7,0,1,0,2.0,33773.0,500.0
1610,1610,22,Female,Information Technology,0,8,0,0,1,2.0,41416.0,600.0
1611,1611,24,Male,Electronics And Communication,0,7,0,0,0,2.0,33054.0,500.0
1612,1612,23,Male,Information Technology,0,7,0,0,0,2.0,32868.0,500.0
1613,1613,21,Male,Information Technology,0,7,0,0,1,2.0,34956.0,500.0
1614,1614,23,Male,Computer Science,1,8,0,0,1,3.0,52077.0,700.0
1615,1615,21,Female,Electronics And Communication,1,7,0,0,0,3.0,41640.0,600.0
1616,1616,24,Male,Information Technology,1,7,0,0,1,3.0,40264.0,600.0
1617,1617,24,Female,Electronics And Communication,0,8,0,0,1,2.0,42212.0,600.0
1618,1618,22,Male,Information Technology,2,7,1,0,0,4.0,50458.0,700.0
1619,1619,21,Female,Electronics And Communication,0,7,0,0,0,2.0,31229.0,500.0
1620,1620,23,Male,Electronics And Communication,2,8,0,0,1,4.0,60741.0,800.0
1621,1621,22,Male,Information Technology,0,7,0,0,1,2.0,32769.0,500.0
1622,1622,24,Male,Civil,0,8,1,0,1,2.0,44494.0,600.0
1623,1623,20,Male,Mechanical,1,8,0,0,1,3.0,50066.0,700.0
1624,1624,22,Male,Computer Science,1,8,0,0,1,3.0,51875.0,700.0
1625,1625,21,Male,Civil,0,8,0,0,1,2.0,41572.0,600.0
1626,1626,20,Male,Information Technology,1,7,0,0,1,3.0,40344.0,600.0
1627,1627,21,Male,Civil,0,8,1,0,1,2.0,40913.0,600.0
1628,1628,22,Male,Computer Science,1,8,0,1,1,3.0,52839.0,700.0
1629,1629,24,Male,Computer Science,1,7,0,0,0,3.0,43086.0,600.0
1630,1630,21,Male,Civil,0,7,0,0,1,2.0,32073.0,500.0
1631,1631,23,Male,Information Technology,1,8,0,0,1,3.0,52831.0,700.0
1632,1632,21,Male,Electrical,0,6,0,0,1,2.0,21442.0,400.0
1633,1633,20,Male,Mechanical,1,7,1,1,0,3.0,42005.0,600.0
1634,1634,24,Male,Information Technology,1,8,0,0,1,3.0,50904.0,700.0
1635,1635,20,Female,Computer Science,2,7,1,1,0,4.0,53960.0,700.0
1636,1636,23,Female,Electronics And Communication,0,6,0,0,0,2.0,24982.0,400.0
1637,1637,22,Male,Civil,0,6,0,0,0,2.0,22750.0,400.0
1638,1638,22,Male,Computer Science,3,8,0,0,1,5.0,70804.0,900.0
1639,1639,23,Male,Mechanical,1,8,1,0,1,3.0,52928.0,700.0
1640,1640,23,Male,Information Technology,0,7,0,1,1,2.0,34417.0,500.0
1641,1641,23,Male,Electrical,0,8,0,0,1,2.0,41419.0,600.0
1642,1642,20,Male,Civil,0,8,0,0,1,2.0,42377.0,600.0
1643,1643,24,Male,Mechanical,0,6,1,1,1,2.0,23315.0,400.0
1644,1644,20,Female,Electronics And Communication,0,8,0,0,1,2.0,41931.0,600.0
1645,1645,22,Male,Electronics And Communication,1,8,0,0,1,3.0,51358.0,700.0
1646,1646,20,Male,Civil,2,6,0,0,1,4.0,41043.0,600.0
1647,1647,23,Male,Electrical,0,7,0,0,1,2.0,33323.0,500.0
1648,1648,21,Male,Civil,0,7,0,0,0,2.0,30625.0,500.0
1649,1649,24,Male,Mechanical,0,6,1,0,1,2.0,21917.0,400.0
1650,1650,21,Male,Mechanical,0,8,1,1,1,2.0,42545.0,600.0
1651,1651,22,Male,Information Technology,1,7,0,0,1,3.0,41848.0,600.0
1652,1652,24,Male,Information Technology,0,6,0,0,1,2.0,20256.0,400.0
1653,1653,20,Male,Electrical,0,7,0,0,0,2.0,30843.0,500.0
1654,1654,24,Male,Mechanical,1,8,1,1,1,3.0,52332.0,700.0
1655,1655,22,Male,Mechanical,0,8,1,0,1,2.0,43835.0,600.0
1656,1656,23,Male,Information Technology,2,7,0,0,1,4.0,52466.0,700.0
1657,1657,21,Female,Information Technology,0,6,0,0,0,2.0,20260.0,400.0
1658,1658,22,Male,Electronics And Communication,1,8,0,0,1,3.0,50317.0,700.0
1659,1659,21,Male,Computer Science,0,6,0,1,1,2.0,22119.0,400.0
1660,1660,23,Female,Computer Science,1,7,1,0,0,3.0,41949.0,600.0
1661,1661,21,Male,Mechanical,0,7,1,0,0,2.0,33609.0,500.0
1662,1662,21,Male,Electronics And Communication,0,7,0,1,0,2.0,33527.0,500.0
1663,1663,20,Male,Information Technology,1,8,0,0,1,3.0,54366.0,700.0
1664,1664,21,Male,Information Technology,1,8,0,0,1,3.0,53181.0,700.0
1665,1665,22,Male,Computer Science,0,6,0,1,0,2.0,20749.0,400.0
1666,1666,24,Male,Computer Science,1,8,0,0,1,3.0,51861.0,700.0
1667,1667,20,Male,Electronics And Communication,0,7,0,0,0,2.0,30519.0,500.0
1668,1668,21,Male,Information Technology,1,6,1,0,0,3.0,32281.0,500.0
1669,1669,21,Male,Computer Science,0,6,0,1,0,2.0,23215.0,400.0
1670,1670,21,Male,Electronics And Communication,0,8,0,1,1,2.0,44096.0,600.0
1671,1671,21,Female,Computer Science,1,8,1,1,1,3.0,50351.0,700.0
1672,1672,21,Female,Electronics And Communication,0,8,0,0,1,2.0,41209.0,600.0
1673,1673,23,Female,Electronics And Communication,0,8,0,0,1,2.0,44313.0,600.0
1674,1674,21,Male,Civil,0,6,1,1,0,2.0,22385.0,400.0
1675,1675,24,Female,Electronics And Communication,0,8,0,0,1,2.0,42191.0,600.0
1676,1676,23,Female,Mechanical,1,6,1,0,0,3.0,34386.0,500.0
1677,1677,23,Male,Electrical,0,8,0,0,1,2.0,42958.0,600.0
1678,1678,23,Male,Computer Science,1,8,0,0,1,3.0,53350.0,700.0
1679,1679,22,Male,Information Technology,1,8,0,1,1,3.0,54864.0,700.0
1680,1680,21,Male,Mechanical,0,6,1,0,0,2.0,24753.0,400.0
1681,1681,24,Male,Information Technology,0,6,0,0,1,2.0,22302.0,400.0
1682,1682,24,Male,Electronics And Communication,1,6,1,1,1,3.0,34718.0,500.0
1683,1683,22,Male,Electronics And Communication,1,8,1,1,1,3.0,53431.0,700.0
1684,1684,20,Male,Mechanical,0,6,1,0,0,2.0,21450.0,400.0
1685,1685,20,Male,Computer Science,0,8,0,0,1,2.0,41113.0,600.0
1686,1686,21,Male,Electrical,0,6,0,0,0,2.0,21423.0,400.0
1687,1687,22,Male,Information Technology,0,6,0,0,0,2.0,21719.0,400.0
1688,1688,24,Female,Electronics And Communication,0,6,0,0,1,2.0,23802.0,400.0
1689,1689,21,Male,Information Technology,0,7,0,0,0,2.0,31206.0,500.0
1690,1690,24,Female,Computer Science,1,7,1,0,1,3.0,44348.0,600.0
1691,1691,22,Male,Information Technology,0,6,0,0,0,2.0,24276.0,400.0
1692,1692,24,Male,Information Technology,2,8,0,0,1,4.0,61580.0,800.0
1693,1693,22,Male,Information Technology,1,6,0,0,0,3.0,33128.0,500.0
1694,1694,21,Male,Civil,0,7,1,1,0,2.0,30769.0,500.0
1695,1695,20,Male,Mechanical,0,7,1,0,0,2.0,32788.0,500.0
1696,1696,22,Male,Computer Science,0,6,0,0,0,2.0,20359.0,400.0
1697,1697,21,Male,Computer Science,0,6,0,0,0,2.0,24642.0,400.0
1698,1698,22,Male,Electronics And Communication,0,7,0,0,0,2.0,32358.0,500.0
1699,1699,23,Male,Electronics And Communication,0,6,0,0,0,2.0,24972.0,400.0
1700,1700,23,Female,Information Technology,1,5,0,0,0,3.0,21244.0,200.0
1701,1701,22,Female,Computer Science,1,5,1,0,0,3.0,23458.0,200.0
1702,1702,20,Female,Computer Science,0,5,1,1,0,2.0,11250.0,100.0
1703,1703,20,Male,Mechanical,0,5,1,0,0,2.0,14436.0,100.0
1704,1704,24,Female,Computer Science,2,5,1,0,0,4.0,44671.0,300.0
1705,1705,24,Male,Electronics And Communication,0,6,0,0,1,2.0,23157.0,400.0
1706,1706,22,Male,Information Technology,1,6,0,0,0,3.0,30975.0,500.0
1707,1707,23,Female,Electronics And Communication,0,5,0,0,0,2.0,10251.0,100.0
1708,1708,22,Male,Mechanical,1,6,1,0,0,3.0,32891.0,500.0
1709,1709,21,Female,Mechanical,1,5,1,0,0,3.0,21241.0,200.0
1710,1710,22,Male,Mechanical,1,5,0,0,0,3.0,24692.0,200.0
1711,1711,24,Male,Information Technology,1,6,0,1,1,3.0,33715.0,500.0
1712,1712,23,Male,Mechanical,0,5,1,1,0,2.0,14541.0,100.0
1713,1713,23,Female,Civil,1,5,0,0,0,3.0,23152.0,200.0
1714,1714,22,Male,Electrical,0,5,0,0,0,2.0,10682.0,100.0
1715,1715,20,Male,Computer Science,1,5,0,0,0,3.0,24410.0,200.0
1716,1716,23,Male,Computer Science,1,5,0,0,0,3.0,20580.0,200.0
1717,1717,23,Male,Civil,0,5,0,0,0,2.0,11486.0,100.0
1718,1718,21,Female,Information Technology,0,6,0,0,0,2.0,23339.0,400.0
1719,1719,24,Male,Civil,0,6,0,0,1,2.0,22067.0,400.0
1720,1720,23,Male,Computer Science,0,6,0,0,1,2.0,22723.0,400.0
1721,1721,24,Male,Information Technology,1,6,0,0,1,3.0,32426.0,500.0
1722,1722,22,Male,Information Technology,1,5,0,0,0,3.0,24768.0,200.0
1723,1723,22,Male,Electrical,1,6,1,1,0,3.0,34670.0,500.0
1724,1724,21,Male,Information Technology,0,5,0,0,0,2.0,10754.0,100.0
1725,1725,21,Male,Electronics And Communication,0,6,0,0,0,2.0,22811.0,400.0
1726,1726,20,Male,Computer Science,0,5,0,0,0,2.0,10524.0,100.0
1727,1727,22,Male,Information Technology,0,6,0,0,0,2.0,20750.0,400.0
1728,1728,23,Female,Mechanical,1,5,1,0,0,3.0,23706.0,200.0
1729,1729,22,Male,Computer Science,2,6,0,0,1,4.0,44612.0,600.0
1730,1730,23,Male,Civil,1,6,0,1,0,3.0,33486.0,500.0
1731,1731,22,Male,Electrical,2,6,1,0,1,4.0,42878.0,600.0
1732,1732,21,Male,Mechanical,0,5,1,1,0,2.0,10957.0,100.0
1733,1733,21,Male,Electrical,0,6,0,0,0,2.0,24055.0,400.0
1734,1734,20,Male,Mechanical,1,5,1,0,0,3.0,20636.0,200.0
1735,1735,24,Male,Information Technology,0,6,0,0,1,2.0,24128.0,400.0
1736,1736,23,Male,Mechanical,0,5,1,0,0,2.0,13114.0,100.0
1737,1737,21,Male,Civil,0,5,0,1,0,2.0,10603.0,100.0
1738,1738,21,Male,Computer Science,1,6,0,1,0,3.0,34126.0,500.0
1739,1739,20,Male,Information Technology,0,6,0,0,0,2.0,20915.0,400.0
1740,1740,21,Male,Computer Science,2,5,0,0,0,4.0,42014.0,300.0
1741,1741,23,Male,Computer Science,3,6,0,0,1,5.0,53000.0,700.0
1742,1742,21,Male,Electronics And Communication,1,5,0,0,0,3.0,24271.0,200.0
1743,1743,22,Male,Electrical,1,6,0,1,0,3.0,30278.0,500.0
1744,1744,20,Male,Civil,0,6,0,1,0,2.0,22289.0,400.0
1745,1745,24,Male,Information Technology,0,6,0,0,1,2.0,22732.0,400.0
1746,1746,24,Male,Electronics And Communication,1,6,0,1,1,3.0,33889.0,500.0
1747,1747,22,Male,Mechanical,0,6,1,0,0,2.0,20452.0,400.0
1748,1748,22,Male,Information Technology,0,6,0,0,0,2.0,20161.0,400.0
1749,1749,23,Male,Civil,1,6,0,1,0,3.0,30228.0,500.0
1750,1750,22,Male,Computer Science,0,6,0,0,0,2.0,22939.0,400.0
1751,1751,24,Male,Mechanical,0,6,1,0,1,2.0,20963.0,400.0
1752,1752,20,Male,Mechanical,0,6,1,1,0,2.0,24469.0,400.0
1753,1753,24,Male,Civil,1,6,0,0,1,3.0,32581.0,500.0
1754,1754,21,Male,Mechanical,1,5,1,0,0,3.0,23697.0,200.0
1755,1755,23,Male,Computer Science,0,5,0,1,0,2.0,10450.0,100.0
1756,1756,23,Female,Computer Science,1,5,1,0,0,3.0,20501.0,200.0
1757,1757,23,Male,Computer Science,1,6,0,0,0,3.0,34721.0,500.0
1758,1758,21,Male,Computer Science,1,6,0,0,0,3.0,33581.0,500.0
1759,1759,22,Male,Civil,0,5,1,0,0,2.0,10273.0,100.0
1760,1760,21,Male,Electronics And Communication,0,6,0,0,0,2.0,22308.0,400.0
1761,1761,22,Male,Electrical,1,6,1,1,0,3.0,31756.0,500.0
1762,1762,22,Male,Information Technology,0,5,0,0,0,2.0,10794.0,100.0
1763,1763,23,Male,Civil,1,6,0,0,0,3.0,32265.0,500.0
1764,1764,23,Male,Civil,0,6,0,1,0,2.0,24656.0,400.0
1765,1765,21,Male,Electrical,0,6,0,1,0,2.0,23541.0,400.0
1766,1766,21,Male,Computer Science,0,6,0,1,0,2.0,22165.0,400.0
1767,1767,23,Female,Computer Science,1,8,1,0,1,3.0,52678.0,700.0
1768,1768,20,Male,Computer Science,3,7,0,1,0,5.0,63822.0,800.0
1769,1769,21,Male,Electronics And Communication,2,7,0,0,1,4.0,50426.0,700.0
1770,1770,21,Female,Computer Science,0,7,1,0,0,2.0,34653.0,500.0
1771,1771,23,Male,Computer Science,1,7,0,0,0,3.0,41725.0,600.0
1772,1772,20,Male,Computer Science,1,6,0,0,0,3.0,30548.0,500.0
1773,1773,21,Male,Information Technology,1,6,0,0,0,3.0,30109.0,500.0
1774,1774,20,Male,Information Technology,0,8,0,0,1,2.0,42911.0,600.0
1775,1775,22,Female,Information Technology,1,6,0,0,0,3.0,34584.0,500.0
1776,1776,21,Female,Information Technology,1,6,0,0,0,3.0,30447.0,500.0
1777,1777,24,Male,Information Technology,0,7,0,0,0,2.0,32048.0,500.0
1778,1778,20,Male,Computer Science,1,8,0,0,1,3.0,54122.0,700.0
1779,1779,23,Male,Electrical,1,8,0,0,1,3.0,53962.0,700.0
1780,1780,22,Female,Electronics And Communication,1,7,1,0,0,3.0,44482.0,600.0
1781,1781,20,Male,Information Technology,1,6,0,0,0,3.0,31678.0,500.0
1782,1782,20,Male,Civil,0,7,0,0,0,2.0,31783.0,500.0
1783,1783,24,Male,Computer Science,2,6,0,0,1,4.0,41733.0,600.0
1784,1784,22,Male,Civil,0,8,1,0,1,2.0,41074.0,600.0
1785,1785,20,Female,Information Technology,1,6,0,0,0,3.0,30454.0,500.0
1786,1786,21,Male,Civil,0,8,1,0,1,2.0,43908.0,600.0
1787,1787,22,Male,Mechanical,0,8,0,0,1,2.0,44226.0,600.0
1788,1788,22,Male,Information Technology,1,8,1,0,1,3.0,50395.0,700.0
1789,1789,22,Female,Electronics And Communication,0,8,0,0,1,2.0,40492.0,600.0
1790,1790,24,Male,Civil,1,7,1,0,0,3.0,42029.0,600.0
1791,1791,22,Male,Information Technology,1,6,0,0,0,3.0,32623.0,500.0
1792,1792,23,Male,Information Technology,0,7,0,0,0,2.0,34817.0,500.0
1793,1793,23,Male,Electronics And Communication,1,6,0,1,0,3.0,32829.0,500.0
1794,1794,22,Female,Information Technology,1,6,0,0,0,3.0,32862.0,500.0
1795,1795,23,Male,Mechanical,1,6,1,0,0,3.0,33462.0,500.0
1796,1796,24,Male,Information Technology,0,6,0,0,1,2.0,24184.0,400.0
1797,1797,24,Male,Information Technology,0,8,0,0,1,2.0,41432.0,600.0
1798,1798,22,Male,Computer Science,0,6,0,1,0,2.0,22633.0,400.0
1799,1799,24,Male,Computer Science,1,6,0,0,1,3.0,34553.0,500.0
1800,1800,21,Female,Computer Science,0,7,1,0,0,2.0,33142.0,500.0
1801,1801,24,Male,Computer Science,0,7,0,0,1,2.0,34865.0,500.0
1802,1802,21,Male,Mechanical,0,8,0,0,1,2.0,42539.0,600.0
1803,1803,24,Male,Civil,0,6,1,0,1,2.0,22151.0,400.0
1804,1804,24,Male,Information Technology,1,6,0,0,1,3.0,32291.0,500.0
1805,1805,21,Male,Electrical,1,6,0,0,0,3.0,32735.0,500.0
1806,1806,24,Male,Electronics And Communication,1,8,0,1,1,3.0,50965.0,700.0
1807,1807,20,Male,Computer Science,0,6,0,0,0,2.0,21395.0,400.0
1808,1808,20,Female,Mechanical,1,6,1,0,0,3.0,31111.0,500.0
1809,1809,24,Male,Computer Science,0,6,0,0,1,2.0,20438.0,400.0
1810,1810,21,Male,Computer Science,2,8,0,0,1,4.0,60545.0,800.0
1811,1811,22,Male,Computer Science,1,8,0,0,1,3.0,53551.0,700.0
1812,1812,23,Male,Electronics And Communication,0,7,0,0,0,2.0,34915.0,500.0
1813,1813,21,Female,Information Technology,0,8,0,0,1,2.0,42260.0,600.0
1814,1814,23,Male,Computer Science,1,6,0,0,0,3.0,33378.0,500.0
1815,1815,23,Male,Civil,0,8,0,0,1,2.0,43408.0,600.0
1816,1816,22,Male,Electronics And Communication,0,7,0,0,0,2.0,32758.0,500.0
1817,1817,24,Male,Electronics And Communication,1,7,1,1,0,3.0,40927.0,600.0
1818,1818,22,Male,Information Technology,0,6,0,0,0,2.0,23424.0,400.0
1819,1819,24,Male,Civil,0,7,1,1,0,2.0,32499.0,500.0
1820,1820,21,Male,Mechanical,0,8,1,1,1,2.0,41987.0,600.0
1821,1821,22,Female,Electronics And Communication,1,6,1,1,0,3.0,32357.0,500.0
1822,1822,22,Male,Civil,0,7,0,0,0,2.0,30178.0,500.0
1823,1823,22,Male,Information Technology,1,6,1,0,0,3.0,31906.0,500.0
1824,1824,24,Female,Electronics And Communication,1,7,1,1,1,3.0,43206.0,600.0
1825,1825,24,Male,Computer Science,0,6,0,1,1,2.0,20681.0,400.0
1826,1826,23,Female,Mechanical,1,7,1,0,0,3.0,44591.0,600.0
1827,1827,22,Male,Electronics And Communication,1,8,0,0,1,3.0,52987.0,700.0
1828,1828,20,Female,Mechanical,1,8,1,0,1,3.0,51723.0,700.0
1829,1829,21,Male,Civil,0,7,0,0,0,2.0,31884.0,500.0
1830,1830,20,Male,Mechanical,1,7,1,0,0,3.0,41988.0,600.0
1831,1831,22,Male,Computer Science,0,7,0,0,0,2.0,30868.0,500.0
1832,1832,21,Male,Computer Science,2,6,0,0,1,4.0,43108.0,600.0
1833,1833,23,Male,Computer Science,1,8,0,0,1,3.0,54678.0,700.0
1834,1834,20,Male,Electronics And Communication,1,8,1,1,1,3.0,51557.0,700.0
1835,1835,22,Female,Computer Science,1,6,1,0,0,3.0,34445.0,500.0
1836,1836,20,Male,Mechanical,0,8,1,0,1,2.0,41055.0,600.0
1837,1837,21,Male,Electronics And Communication,0,7,0,0,0,2.0,34665.0,500.0
1838,1838,22,Male,Electronics And Communication,0,8,0,0,1,2.0,41912.0,600.0
